Primary Key,Order No,Order Date,Manufacturer,Product Category,Model Year,Serial Number,Complaint,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component,Complaint_Clean,Correction_Clean,Order No,Part Manufacturer,Part Description,Revenue,Actual Hours,Cost,Cost_Per_Hour,Year,Month
SO0059441-11,SO0059441,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Installed - Slingshot,Slingshot - Installed,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059441,PASE,FILTER  FUEL,521.43,40.2297,357.8299,8.872614971100703,2024,2
SO0059441-12,SO0059441,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Installed - Camera,"Bracket - Created, Bracket - Painted, Harness - Retightened, Monitor - Mounted",CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059441,PASE,VALVE,280.8,40.2297,204.12,5.06128237998299,2024,2
SO0059441-13,SO0059441,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Mentioned - Not Mentioned,Boom - Welded,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059441,PASE,GASKET,0.0,40.2297,0.0,0.0,2024,2
SO0059441-14,SO0059441,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Mentioned - Hood,"Hood - Drilled, Support Bracket - Installed",CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059441,PASE,TUBE  FUEL,112.2,40.2297,81.56,2.022330937249719,2024,2
SO0059441-15,SO0059441,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt","Bent - Handle, Bent - Bracket","Bracket - Realigned, Handle - Installed, Handle - Reinstalled",CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059441,PASE,ACCUMULATOR,1101.27,40.2297,847.13,21.005115336836127,2024,2
SO0059441-17,SO0059441,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Bent - Ladder,Rear Ladder - Replaced,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059441,PASE,TUBE,246.06,40.2297,189.28,4.693315348242114,2024,2
SO0059441-18,SO0059441,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt","Not Increasing - Bin, Incorrect Reading - Bin",No Component Mentioned - No Component Mentioned,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059441,PASE,REMAN-INJECTION NOZZ,5225.2799,40.2297,3972.5999,98.50308581516848,2024,2
SO0059441-19,SO0059441,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Mentioned - No Component Mentioned,"Bin Level Sensor - Installed, No Component Mentioned - Retightened, Pig Tail Harness - Reconnected",CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059441,PASE,REMAN-INJECTION - CORE,-750.0,40.2297,-750.0,-18.596716563723508,2024,2
SO0059441-7,SO0059441,2024-01-23,PASEIH,SPRAYS,2024,JFGYS435LRT058486,INSTALL BOOM RECIRCULATING KIT.,"INSTALLIEREN SIE DEN AUSLEGER-UMWÄRTSSATZ.  Packte den Bausatz aus, ging die Kartons durch und organisierte das Zubehör in Eimern.  Ich habe mit der Arbeit anhand der Installationsanweisungen begonnen und festgestellt, dass ein Teil in der Verpackung nicht mit den Installationsanweisungen übereinstimmt. GEARBEITET MIT TYSON, SPRAYER SPEC",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,INSTALL BOOM RECIRCULATING KIT.,"INSTALLIEREN SIE DEN AUSLEGER-UMWÄRTSSATZ.  Packte den Bausatz aus, ging die Kartons durch und organisierte das Zubehör in Eimern.  Ich habe mit der Arbeit anhand der Installationsanweisungen begonnen und festgestellt, dass ein Teil in der Verpackung nicht mit den Installationsanweisungen übereinstimmt. GEARBEITET MIT TYSON, SPRAYER SPEC",SO0059441,PASE,GASKET,4.2,42.049,2.8799,0.0683266506915941,2024,1
SO0059441-8,SO0059441,2024-01-23,PASEIH,SPRAYS,2024,JFGYS435LRT058486,LEFT BOOM LOWERED TO GROUND AND WILL NOT RAISE AGAIN.,"Der linke Ausleger ist abgesenkt und lässt sich nicht anheben.  Ich habe festgestellt, dass der Zylinder sich anzuheben versuchte, aber nicht genügend Druck aufgebaut hatte, um den Ausleger vom Boden abzuheben.  Fand heraus, dass das Absperrventil des Auslegers offen klemmte und der Ausleger herunterfiel.  MANUELL BETÄTIGT IST DER AUSLEGER",Not Installed - Tarp,"Tarp Switch - Mounted, Front Tarp Cap - Mounted, Power Cable - Reconnected, Harness - Retightened",LEFT BOOM LOWERED TO GROUND AND WILL NOT RAISE AGAIN.,"Der linke Ausleger ist abgesenkt und lässt sich nicht anheben.  Ich habe festgestellt, dass der Zylinder sich anzuheben versuchte, aber nicht genügend Druck aufgebaut hatte, um den Ausleger vom Boden abzuheben.  Fand heraus, dass das Absperrventil des Auslegers offen klemmte und der Ausleger herunterfiel.  MANUELL BETÄTIGT IST DER AUSLEGER",SO0059441,PASE,VALVE,126.22,1.8999,89.0799,44.54217710885544,2024,1
SO0059441-9,SO0059441,2024-02-15,PASEIH,SPRAYS,0,JFGYS445CPT056874,FUEL LEAK,"Fuhr zum Kunden, untersuchte es auf Undichtigkeiten und stellte fest, dass Kraftstoff aus dem Einlassanschluss des Wasser-Kraftstoffabscheiders austrat, reinigte den Bereich und beobachtete das Leck, fand ein Leck, das vom Gehäuse kam, wo die Schrauben des Adapteranschlusses hineinkamen, fuhr zurück zur Werkstatt und bestellte ein Teil, erhielt ein Teil und einen Arzt","Not Installed - First Aid Kit, Not Installed - Extinguisher",No Component Mentioned - No Component Mentioned,FUEL LEAK,"Fuhr zum Kunden, untersuchte es auf Undichtigkeiten und stellte fest, dass Kraftstoff aus dem Einlassanschluss des Wasser-Kraftstoffabscheiders austrat, reinigte den Bereich und beobachtete das Leck, fand ein Leck, das vom Gehäuse kam, wo die Schrauben des Adapteranschlusses hineinkamen, fuhr zurück zur Werkstatt und bestellte ein Teil, erhielt ein Teil und einen Arzt",SO0059441,PASE,"HEAD,FILTER",249.55,3.0,199.0999,64.22577419354839,2024,2
SO0059464-3,SO0059464,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Mentioned - No Component Mentioned,No Component Mentioned - No Component Mentioned,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059464,PASE,REMAN-INJECTION PUMP,2796.13,40.2297,2186.9099,54.225791414267896,2024,2
SO0059464-5,SO0059464,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt","Not Seated - Machine, Not Mentioned - No Component Mentioned",Leaf Spring - Replaced,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059464,PASE,ELBOW,0.0,40.2297,0.0,0.0,2024,2
SO0059464-6,SO0059464,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt","Loose - Chain, Bent - Gear Box","Gear Box - Reinstalled, Motor - Reinstalled, Bracket - Installed, Seal - Installed",CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059464,PASE,PIPE  INJECTION,72.15,40.2297,47.56,1.1792797863609201,2024,2
SO0059489-1,SO0059489,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Derated - Boom,"Left Sensor - Realigned, Sensor - Realigned",CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059489,PASE,PIPE  INJECTION,75.26999999999998,40.2297,52.9101,1.3119388440776896,2024,2
SO0059496-1,SO0059496,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Blowing - Air Conditioner,No Component Mentioned - Added,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059496,PASE,PIPE  INJECTION,58.110099999999996,40.2297,40.7,1.0091818188580624,2024,2
SO0059513-1,SO0059513,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Speed Issue - Valve,Valve - Replaced,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059513,PASE,PIPE  INJECTION,72.35,40.2297,50.8401,1.2606119063618126,2024,2
SO0059513-2,SO0059513,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt","Not Installed - Boom, Broken - Nozzle","Boom Dampener - Installed, Nozzle - Replaced",CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059513,PASE,PIPE  INJECTION,75.8601,40.2297,53.32,1.3221025695703166,2024,2
SO0059550-1,SO0059550,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Mentioned - Spray System,No Component Mentioned - Filled,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059550,PASE,HYD CONNECTOR,0.0,40.2297,0.0,0.0,2024,2
SO0059550-10,SO0059550,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Mentioned - Filter,"Engine Air Filter - Replaced, Cab Air Filter - Replaced, Cab Intake Air Filter - Replaced, DEF Filter - Replaced, Fuel Filter - Replaced",CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059550,PASE,FILTER  FUEL,34.2199,40.2297,24.26,0.6015417917812431,2024,2
SO0059550-4,SO0059550,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Installed - Console,"Console - Removed, Bracket - Removed, Bracket - Installed, Console - Installed",CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059550,PASE,FITTING,23.66,40.2297,18.1999,0.45127784238414864,2024,2
SO0059550-5,SO0059550,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Fraying - Belt,"No Component Mentioned - Removed, Belt - Installed",CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059550,PASE,THREADED UNION,7.329900000000002,40.2297,5.4001,0.13389883882101775,2024,2
SO0059550-6,SO0059550,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Cracked - Hood,Brace - Installed,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059550,PASE,BOLT,0.82,40.2297,0.63,0.015621241913527747,2024,2
SO0059550-7,SO0059550,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt","Not Mentioned - Axle, Not Mentioned - Transfer Case, Not Mentioned - Hub","Rear Axle Breather - Installed, Rear Differential - Drained, Rear Differential - Filled, Front Differential - Drained, Front Differential - Filled",CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059550,PASE,"FITTING,BRASS ELBOW",45.4399,40.2297,34.95,0.8666069918695155,2024,2
SO0059550-8,SO0059550,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt","Not Gripped - Door, Broken - Door","Door Seal - Replaced, Door Switch - Replaced",CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059550,PASE,REMAN-INJECTION - CORE,-500.0,40.2297,-500.0,-12.397811042482338,2024,2
SO0059574-1,SO0059574,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Air Leak - Valve,Pressure Relief Valve - Replaced,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059574,PASE,FILTER  FUEL,160.56,40.2297,113.78,2.821245880827281,2024,2
